original_path	before_bytes	after_bytes	width	height	mode	status	new_path
public/imgs/serii favorite/numar 1-10/Class 1.png	2071067	117266	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 1.webp
public/imgs/serii favorite/numar 1-10/Class 10.png	2105688	122596	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 10.webp
public/imgs/serii favorite/numar 1-10/Class 2.png	2114164	136148	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 2.webp
public/imgs/serii favorite/numar 1-10/Class 3.png	2093759	139510	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 3.webp
public/imgs/serii favorite/numar 1-10/Class 4.png	2086967	111864	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 4.webp
public/imgs/serii favorite/numar 1-10/Class 5.png	2114130	131424	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 5.webp
public/imgs/serii favorite/numar 1-10/Class 6.png	2132180	138776	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 6.webp
public/imgs/serii favorite/numar 1-10/Class 7.png	2094115	118678	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 7.webp
public/imgs/serii favorite/numar 1-10/Class 8.png	2140262	143662	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 8.webp
public/imgs/serii favorite/numar 1-10/Class 9.png	2141244	138624	1024	1536	RGBA	CONVERTED	public/imgs/serii favorite/numar 1-10/Class 9.webp
public/imgs/serii favorite/poza manga/1v1.jpg	37863	37863	223	350	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v10.jpg	45274	45274	225	326	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v11.jpg	34297	30318	223	350	RGB	CONVERTED	public/imgs/serii favorite/poza manga/1v11.webp
public/imgs/serii favorite/poza manga/1v12.jpg	32751	32751	225	345	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v13.jpg	38866	34326	224	350	RGB	CONVERTED	public/imgs/serii favorite/poza manga/1v13.webp
public/imgs/serii favorite/poza manga/1v14.jpg	35146	35146	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v15.jpg	37952	37952	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v16.jpg	50451	50451	217	350	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v17.jpg	41977	41977	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v18.jpg	36716	36716	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v19.jpg	37837	37837	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v2.jpg	32225	29942	225	320	RGB	CONVERTED	public/imgs/serii favorite/poza manga/1v2.webp
public/imgs/serii favorite/poza manga/1v20.jpg	41056	41056	225	321	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v21.jpg	41892	41892	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v22.jpg	38148	38148	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v23.jpg	35328	35328	225	321	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v24.jpg	36014	36014	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v25.jpg	38772	38772	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v26.jpg	40556	40556	225	337	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v27.jpg	36072	33298	225	337	RGB	CONVERTED	public/imgs/serii favorite/poza manga/1v27.webp
public/imgs/serii favorite/poza manga/1v28.jpg	39337	39337	225	319	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v29.jpg	37900	37900	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v3.jpg	45693	43244	223	350	RGB	CONVERTED	public/imgs/serii favorite/poza manga/1v3.webp
public/imgs/serii favorite/poza manga/1v30.jpg	38049	38049	225	320	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v4.jpg	47341	47341	223	350	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v5.jpg	43658	40674	225	337	RGB	CONVERTED	public/imgs/serii favorite/poza manga/1v5.webp
public/imgs/serii favorite/poza manga/1v6.jpg	29941	29941	225	337	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v7.jpg	39588	39588	225	321	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poza manga/1v8.jpg	43089	40386	223	350	RGB	CONVERTED	public/imgs/serii favorite/poza manga/1v8.webp
public/imgs/serii favorite/poza manga/1v9.jpg	45261	45261	223	350	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/1.png	183484	35186	225	318	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/1.webp
public/imgs/serii favorite/poze anime/10.png	172640	21486	225	317	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/10.webp
public/imgs/serii favorite/poze anime/11.jpg	23008	23008	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/12.jpg	38890	38890	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/13.jpg	39364	39364	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/14.jpg	40458	40458	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/15.jpg	39610	39610	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/16.jpg	32316	32316	225	300	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/17.jpg	33435	33435	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/18.jpg	35570	35570	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/19.jpg	37524	37524	225	333	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/2.png	193702	38320	225	318	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/2.webp
public/imgs/serii favorite/poze anime/20.jpg	34310	34310	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/21.jpg	38058	38058	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/22.jpg	43366	43366	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/23.jpg	38489	38489	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/24.jpg	36230	36230	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/25.jpg	36374	36374	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/26.jpg	33841	33841	225	319	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/27.jpg	34348	34348	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/28.jpg	37550	37550	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/29.jpg	28097	28097	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/3.png	191794	38270	225	318	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/3.webp
public/imgs/serii favorite/poze anime/30.jpg	37881	37881	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/poze anime/4.png	193277	39732	225	318	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/4.webp
public/imgs/serii favorite/poze anime/5.png	202363	42122	225	318	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/5.webp
public/imgs/serii favorite/poze anime/6.png	167033	28328	225	320	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/6.webp
public/imgs/serii favorite/poze anime/7.png	179367	35226	225	318	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/7.webp
public/imgs/serii favorite/poze anime/8.png	200057	40426	225	318	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/8.webp
public/imgs/serii favorite/poze anime/9.png	146876	23560	225	318	RGBA	CONVERTED	public/imgs/serii favorite/poze anime/9.webp
public/imgs/serii favorite/style/watercolor-painted(1).png	35435	16578	500	500	RGBA	CONVERTED	public/imgs/serii favorite/style/watercolor-painted(1).webp
public/imgs/serii favorite/style/watercolor-painted-1.png	37002	19038	500	500	RGBA	CONVERTED	public/imgs/serii favorite/style/watercolor-painted-1.webp
public/imgs/serii favorite/style/watercolor-painted-2.png	1349928	64976	1024	1024	RGBA	CONVERTED	public/imgs/serii favorite/style/watercolor-painted-2.webp
public/imgs/serii favorite/style/watercolor-painted.png	46497	18752	500	500	RGBA	CONVERTED	public/imgs/serii favorite/style/watercolor-painted.webp
public/imgs/serii favorite/top anime/1.v1.1.jpg	39467	39467	225	300	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.10.jpg	34423	34423	225	316	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.2.jpg	30673	30673	225	317	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.3.jpg	31742	31742	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.4.jpg	42030	42030	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.5.jpg	37299	37299	225	317	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.6.jpg	36837	36837	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.7.jpg	41306	41306	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.8.jpg	40664	40664	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/serii favorite/top anime/1.v1.9.jpg	45090	45090	225	318	RGB	KEPT_SMALLER_OR_EQUAL	
public/imgs/simboluri/Corb.png	50622	20282	320	320	RGBA	CONVERTED	public/imgs/simboluri/Corb.webp
public/imgs/simboluri/Coroana.png	47467	19274	320	320	RGBA	CONVERTED	public/imgs/simboluri/Coroana.webp
public/imgs/simboluri/Cristal.png	52972	21192	320	320	RGBA	CONVERTED	public/imgs/simboluri/Cristal.webp
public/imgs/simboluri/Dragon.png	32352	19924	320	320	RGBA	CONVERTED	public/imgs/simboluri/Dragon.webp
public/imgs/simboluri/Fluture.png	42473	25578	320	320	RGBA	CONVERTED	public/imgs/simboluri/Fluture.webp
public/imgs/simboluri/Foc.png	24442	12880	320	320	RGBA	CONVERTED	public/imgs/simboluri/Foc.webp
public/imgs/simboluri/Fulger.png	13963	7846	320	320	RGBA	CONVERTED	public/imgs/simboluri/Fulger.webp
public/imgs/simboluri/Lotus.png	54350	23086	320	320	RGBA	CONVERTED	public/imgs/simboluri/Lotus.webp
public/imgs/simboluri/Luna.png	27476	14242	320	320	RGBA	CONVERTED	public/imgs/simboluri/Luna.webp
public/imgs/simboluri/Lup.png	56313	21698	320	320	RGBA	CONVERTED	public/imgs/simboluri/Lup.webp
public/imgs/simboluri/Oni.png	67099	25808	320	320	RGBA	CONVERTED	public/imgs/simboluri/Oni.webp
public/imgs/simboluri/Phoenix.png	59577	26502	320	320	RGBA	CONVERTED	public/imgs/simboluri/Phoenix.webp
public/imgs/simboluri/Sakura.png	50009	29088	320	320	RGBA	CONVERTED	public/imgs/simboluri/Sakura.webp
public/imgs/simboluri/Sarpe.png	50003	21002	320	320	RGBA	CONVERTED	public/imgs/simboluri/Sarpe.webp
public/imgs/simboluri/Soare.png	39452	18490	320	320	RGBA	CONVERTED	public/imgs/simboluri/Soare.webp
public/imgs/simboluri/Stea.png	47052	20442	320	320	RGBA	CONVERTED	public/imgs/simboluri/Stea.webp
public/imgs/simboluri/Tigru.png	64953	25894	320	320	RGBA	CONVERTED	public/imgs/simboluri/Tigru.webp
public/imgs/simboluri/Val.png	51329	32120	320	320	RGBA	CONVERTED	public/imgs/simboluri/Val.webp
public/imgs/simboluri/Vant.png	67421	28886	320	320	RGBA	CONVERTED	public/imgs/simboluri/Vant.webp
public/imgs/simboluri/Vulpe.png	34322	19888	320	320	RGBA	CONVERTED	public/imgs/simboluri/Vulpe.webp
public/imgs/stiri/33.png	68809	13796	200	235	RGBA	CONVERTED	public/imgs/stiri/33.webp
public/imgs/stiri/Gachea.png	129041	22510	225	318	RGBA	CONVERTED	public/imgs/stiri/Gachea.webp
public/imgs/stiri/ooppp.jpg	279359	262236	720	900	RGB	CONVERTED	public/imgs/stiri/ooppp.webp
public/imgs/suprinde-ma/Ayakashi Triangle.png	186548	37618	225	318	RGBA	CONVERTED	public/imgs/suprinde-ma/Ayakashi Triangle.webp
public/imgs/suprinde-ma/Blue Dragon.png	192739	34946	225	321	RGBA	CONVERTED	public/imgs/suprinde-ma/Blue Dragon.webp
public/imgs/user/aot.png	220293	41830	225	350	RGBA	CONVERTED	public/imgs/user/aot.webp
public/imgs/user/jk.png	187012	39048	225	319	RGBA	CONVERTED	public/imgs/user/jk.webp
public/imgs/user/n.png	158874	29218	225	338	RGBA	CONVERTED	public/imgs/user/n.webp
